epoch,train_loss,train_raw_loss,train_aux_loss,val_loss,val_raw_loss,val_aux_loss,val_mae,val_mse,val_mpjpe,val_pck_005,learning_rate
17,0.05544883777987324,0.03597667943384436,0.09736078920102285,0.09897881600524651,0.06618591019443709,0.1639645236781868,0.07364632393129085,0.015057394911501383,0.1233843514571368,0.31845374296058465,0.00015
18,0.05515113216371421,0.03572457590973429,0.0971327791256564,0.10186703690766376,0.06736189555722007,0.1725257056847184,0.07487816088258888,0.015357475738482515,0.12593332432795706,0.31920262730715204,0.00015
19,0.05485652386366887,0.035532674649033945,0.09661924431990138,0.10335654081027625,0.06876869146772678,0.17293924444513167,0.07616850772774475,0.016239757793449976,0.12877586964878415,0.3157345833518236,0.00015
20,0.05407234176581356,0.034986607460143114,0.09542867039808356,0.10042111396298545,0.06678323828672514,0.16818937453873967,0.07427717997163981,0.015344685177551925,0.12547981688628376,0.30733638993626344,0.00015
21,0.0535581159516582,0.03459640151637083,0.0948085709232286,0.10121788039790353,0.06747246945507564,0.16872705419244538,0.07488824442471782,0.015358679275493932,0.1252125154245808,0.31253399686390826,0.00015
22,0.05313869213520089,0.03426607198303285,0.09436309830647921,0.09788636429217255,0.0657684639946753,0.16058949937550207,0.07318612540792317,0.014859346305459922,0.12220024390496308,0.3260495604875422,0.00015
23,0.05281301167610409,0.033990110014970244,0.0941145066949948,0.10232132914601862,0.0676863710054863,0.17317478999903216,0.07530245979714653,0.014956299127875513,0.125167153225502,0.3011937651418261,0.00015
24,0.052773194275968084,0.03397555323767595,0.09398820278140221,0.10330923317232073,0.06801066105288245,0.17649285787473745,0.07556869033926829,0.01589974342941554,0.127324989045252,0.32601389990010904,0.00015
25,0.05213649520104754,0.03350629525540735,0.09315099865331043,0.0993319304309792,0.06665162582341697,0.16340152048523654,0.07431660213341394,0.015003634377805476,0.12443034381998325,0.31016253520742554,0.00015
26,0.0514863770589691,0.03296381759554064,0.09261279534900173,0.10220224022093714,0.06777787918543318,0.17212179766008348,0.07540504987291043,0.015491461457761905,0.12604015702165272,0.3269856649188741,0.00015
27,0.05162029211389039,0.03309652340251322,0.09261884177204704,0.10388116042257653,0.06886435873536861,0.17508400577276936,0.07660131140881407,0.015338001177635533,0.12745044868144614,0.29673612619843087,7.5e-05
28,0.050010136015058645,0.031869167750788525,0.09070483921753345,0.11133568533801724,0.07292731727272596,0.19204183513033948,0.08068725045646559,0.016620942995348952,0.13492246421514872,0.27711359748058406,7.5e-05
29,0.04966336355096202,0.0315582319092871,0.09052565683111918,0.09996899400398498,0.06598828546648063,0.16990354196416452,0.07367690356032362,0.014635008476207663,0.12317414404224318,0.31607336280952397,7.5e-05
30,0.049510099727262245,0.031573146972065966,0.08968476135512421,0.10383570249044183,0.06831542851425823,0.17760136698420065,0.07601748914990786,0.015284965098919098,0.12688214661760097,0.31340769563548687,7.5e-05
31,0.048827561829917515,0.031062652388903527,0.08882454485398922,0.10090811346761967,0.06653123682134114,0.1718843805615465,0.07427579612328958,0.014518631439985915,0.1236119659403276,0.3096721948440389,7.5e-05
32,0.048724416465617156,0.031050968540867564,0.08836723658846979,0.10938145497785873,0.07159476890112239,0.1889334284503448,0.07920537644377454,0.016672474532447062,0.13307259467006535,0.3018802406387439,3.75e-05
33,0.048348752816360134,0.030732080702281856,0.08808335922165578,0.10196885314451382,0.0668250560764882,0.1757189842507081,0.07455749067533504,0.014679052261731561,0.12458098419591516,0.3075503570820328,3.75e-05
34,0.04817079440682963,0.030628639181556134,0.08771077480808984,0.10361853917930784,0.0681846050628321,0.17716966934280734,0.07584423798696192,0.015066953064124701,0.12639263978106866,0.3031105505278984,3.75e-05
