label,rx,start,rssi_mean,rssi_std,amp_mean,amp_std_time,subcarrier_var_mean,subcarrier_std_mean,temporal_diff_mean_abs,temporal_diff_std,window_var,spectral_total_power,low_band_ratio,mid_band_ratio,dominant_freq_idx,corr_mean_abs,spectral_entropy,peak_to_peak,skewness,kurtosis
skeleton,RX3,0,-31.23,0.690724257573165,12.300988310719315,0.8118108714469116,20.16829092143549,4.282076414504177,0.19654543335172991,0.5051416267789758,0.659036890999394,0.659036890999394,0.3883141387897985,0.5660828454125965,0.03125,0.6322694200914927,5.090480879851215,5.7773023671259445,-4.405559658187874,21.990579857465374
skeleton,RX1,0,-38.37,1.65924681708298,12.861767018181004,0.9252565082475728,8.13913159059964,2.823861984694025,0.312312685016561,0.6314888404451291,0.8560996060544906,0.8560996060544906,0.40728161451752104,0.5513733394075908,0.0703125,0.44459731413420567,5.097721282867759,6.535682191273351,-2.7283266632778798,12.442742584418072
skeleton,RX2,0,-41.12,2.0013995103427,12.95363184035655,1.2041832461439677,23.476259692459394,4.6816264879029745,0.2680423377196677,0.5462016612845361,1.450057290293823,1.450057290293823,0.6535626729747475,0.31815751229396594,0.0078125,0.5151778282490536,4.530551111661844,7.291117252648764,-2.177255830526996,7.4865851200080105
skeleton,RX3,100,-31.49,0.6244197306299666,12.207557104451533,0.9151435481828486,21.091941110810495,4.390869083243683,0.2318613616309699,0.5159476919530498,0.8374877137806938,0.8374877137806938,0.5028490824005255,0.4568451587398539,0.0078125,0.683633738295129,5.040462381278141,6.328350727784418,-3.4112233145315063,15.414694283248263
skeleton,RX1,100,-38.56,1.125344391730816,13.044487613425238,0.9306580725098964,7.287973412129463,2.669790994763937,0.33210368466479806,0.6286337062103464,0.8661244479278355,0.8661244479278355,0.3587538284456264,0.5934516793649591,0.1015625,0.4670572711937272,5.0354927706404835,6.566197961723688,-3.556546269607229,16.682019920386647
skeleton,RX2,100,-41.14,1.0489995233554685,12.802230104137672,1.1130154784994737,18.515305680444396,4.100381223867358,0.28997661805212466,0.5538654237570556,1.2388034553794123,1.2388034553794123,0.6121482615803909,0.3557728977109386,0.0234375,0.5404542719008478,4.831387819659338,6.8633905712846435,-2.6902730609838184,10.06108275691442
skeleton,RX3,200,-30.95,0.6837397165588672,12.255839842518828,0.8055534801342771,25.10086269846055,4.8539472706067555,0.1925718509939397,0.5158408656046254,0.6489164093564451,0.6489164093564451,0.390511142802677,0.5624470565908654,0.0390625,0.6960680824850938,5.282114823839311,5.646829783415209,-4.472306178633984,22.395659892364282
skeleton,RX1,200,-37.75,1.49248115565993,13.065968017998985,1.0481642705491145,7.742565589092672,2.737477373972873,0.3231771460664727,0.5945910154920786,1.0986483380557572,1.0986483380557572,0.5207847976677653,0.44132202804382603,0.0234375,0.5439821676135066,4.8950228626012375,7.179262050026087,-3.2463291538912733,13.674710943192522
skeleton,RX2,200,-41.84,1.1288932633336068,12.89825297061887,1.0975692689266896,23.250261299178163,4.632020125713285,0.33403514153673103,0.5870840934178925,1.2046583000922682,1.2046583000922682,0.5863160564553743,0.3831674679670407,0.0546875,0.5679480797808684,4.6652014923246,7.4489305867067594,-2.3263882662004183,8.616770616800585
skeleton,RX3,300,-30.81,0.7027801932325639,12.219941941601896,0.7927374807483818,20.235670366825126,4.313436844848555,0.2003998425392615,0.5152727529861,0.628432713383291,0.628432713383291,0.37390886040104687,0.5794847919376773,0.03125,0.6779630852859977,5.179323646932703,5.533487648730634,-4.412953627118328,22.17280811023378
skeleton,RX1,300,-37.95,1.5190457530963313,13.109257891518917,0.9090411954885314,9.240112331589717,2.979994459675538,0.37376928415279104,0.6443650897433669,0.8263558950952182,0.8263558950952182,0.38979083600515907,0.568863464824622,0.078125,0.4673535179742594,5.116759171466157,6.53739354081668,-2.7451820982303077,12.537314066987943
skeleton,RX2,300,-42.72,1.149608629055993,12.637065254108448,1.240448449136006,19.9973634240554,4.332037502029417,0.2835478453131361,0.5244405075348615,1.5387123549639226,1.5387123549639226,0.6901752761666479,0.28192724989564166,0.0078125,0.5618148532765679,4.156373012224469,8.08756408686159,-1.83408321085735,6.901695203074141
skeleton,RX2,400,-40.72,2.168317319951118,12.360539428573821,1.0424285691092239,16.126801833031045,3.8925076931788,0.3095794278120669,0.5651777369141436,1.0866573216951045,1.0866573216951045,0.5730221625147625,0.39620259199563745,0.0703125,0.5477848996878635,4.854421025200232,7.057376104215826,-1.9624567699038835,7.884976569353093
skeleton,RX3,400,-31.01,0.7549172140042907,12.282010678489444,0.9016888536907622,25.27308647258458,4.89071325415054,0.20851197304818345,0.5113904442751871,0.8130427888701608,0.8130427888701608,0.49971407615705726,0.460520174827461,0.015625,0.6639931033100972,5.103321615439078,6.562611617016939,-3.475541094480084,16.313985451831456
skeleton,RX1,400,-38.82,1.437915157441495,12.988014521095028,0.9645676751917023,8.898522790009226,2.9574855128248343,0.30311105556034595,0.5878709779633562,0.9303908000247252,0.9303908000247252,0.5000708563506779,0.4569852334471217,0.0390625,0.4853498398655328,4.8939937833767715,7.1031761735173475,-3.4347182115270845,16.0933805439364
skeleton,RX2,500,-40.09,2.5498823502271626,12.719001430546843,1.2043687709876658,18.815551156897044,4.185605170022002,0.30064796468017835,0.5626085006456308,1.450504136530341,1.450504136530341,0.6292906330867171,0.33643098060428495,0.0078125,0.5047618817747058,4.7753547196810375,7.704562785876795,-2.6122799582782683,9.89452041532153
skeleton,RX3,500,-30.96,0.7472616676907762,12.209331275387862,0.8611758596506772,17.955901053616834,4.069703372666529,0.23430873039426842,0.5173738749650192,0.7416238612450828,0.7416238612450828,0.4286163402971686,0.5267006860235172,0.0390625,0.5759021052940145,5.186124477036267,5.758369171909487,-4.281278755145581,20.670064404922005
skeleton,RX1,500,-38.42,1.6624078921853085,12.752361828710033,0.8922660935398137,9.886381421391368,3.096636457457384,0.2952548293103182,0.5997768442635077,0.7961387816807997,0.7961387816807997,0.3858021867367261,0.5686439538438848,0.0234375,0.4378437981574274,5.202133276687682,6.203483273643497,-3.7288206384425164,17.786243634692713
skeleton,RX2,600,-40.28,1.7497428382479525,12.443123961849372,1.19821035404783,17.669718397171224,4.103240860907922,0.29305274351071864,0.5954415056706223,1.4357080525474262,1.4357080525474262,0.6893983681449491,0.28875530618319506,0.015625,0.49259448178895054,4.168158190530196,7.110144027747296,-1.1207630705634188,3.2268097151007806
skeleton,RX3,600,-30.81,0.7706490770772388,12.44903004130226,0.8513087227409667,20.122819564191374,4.324905846375654,0.23021182620984862,0.5326284072378439,0.724726541414856,0.724726541414856,0.3933894313502909,0.5601962798187224,0.03125,0.6532470406414849,5.089632569258769,6.04384086244063,-4.248643300012274,20.99558427732054
skeleton,RX1,600,-38.28,1.7668050260286219,12.710350777740365,0.9990628487784698,10.756728220235882,3.199123622144738,0.3012454291207663,0.5546076589275339,0.9981265758093517,0.9981265758093517,0.5173900352528755,0.4429634021550491,0.0078125,0.4169778797379784,4.846579016007222,7.108850697991849,-3.4360756082287787,15.26017327584563
skeleton,RX2,700,-44.52,2.6248047546436672,12.347148823038955,1.0417769945114599,19.823653717939795,4.373978979275092,0.23083799618355372,0.5658269084202614,1.0852993062933305,1.0852993062933305,0.6075207602344258,0.3648685354934433,0.0078125,0.4826688015907724,4.454464496661177,7.211005884962053,-1.5348397765998316,6.993759473428296
skeleton,RX3,700,-30.83,0.4255584566190642,12.470737973275613,0.8990454632732394,19.059747028606797,4.211104533883965,0.2248140432874219,0.5221517882740685,0.8082827450321938,0.8082827450321938,0.48196794840012563,0.47642404546225425,0.0625,0.6549277064314738,5.055496693511134,6.185255141957402,-3.975848598845414,18.513076964538442
skeleton,RX1,700,-38.21,1.4162979912433682,12.947829954842927,1.0618518387553337,7.985900184459244,2.8031747829414746,0.300816484030202,0.571223502381463,1.1275293274680838,1.1275293274680838,0.5203318984680346,0.44311625849003716,0.03125,0.567257126211984,4.935446220113414,7.25638860263646,-3.2907001160673137,14.253355757977747
skeleton,RX2,800,-43.95,1.6332482971061075,12.217388545030285,1.0114366024297814,16.62065216627601,3.9804264808440184,0.2750850554778148,0.5802388959122086,1.0230040007347,1.0230040007347,0.5132202535795423,0.4514360566790616,0.0390625,0.4058082973782141,4.899611605065562,7.091890878911555,-2.1298621159726223,9.443952885205412
skeleton,RX3,800,-30.79,0.6371028174478589,12.214060746990098,0.8344775263122939,21.365575869942422,4.438640035185287,0.23144108070292707,0.5276371173555279,0.6963527419202852,0.6963527419202852,0.4685461432885567,0.4907990628753803,0.0078125,0.6378388760029307,5.074888609175602,5.435718202765055,-3.247431966656431,14.433318698376258
skeleton,RX1,800,-38.25,1.4654350889752845,12.823937176163703,0.906430334119237,8.027068151364828,2.806582962571859,0.3190171265860367,0.5791827651782444,0.8216159506115115,0.8216159506115115,0.4412338720420586,0.5151077694796927,0.0234375,0.5049906979835311,5.275621188705907,6.35973580720004,-3.8878954811122917,18.412769482975154
skeleton,RX2,900,-41.13,1.0065286881157438,12.688912595939003,1.2614974403904133,19.63960192282557,4.345438417132084,0.339278323345946,0.6186767794356827,1.5913757921115639,1.5913757921115639,0.6860874518008288,0.29410716378518087,0.015625,0.4259971097153087,3.844770943695467,6.590123923620468,-0.8838208742291701,1.6221179526723866
skeleton,RX3,900,-31.23,0.5450688029964658,12.282694552568094,0.8730732553269909,22.854975450103076,4.611420199607438,0.22251555388156705,0.5265770292916986,0.7622569091672688,0.7622569091672688,0.4810106488110968,0.4778694115914407,0.0390625,0.6345001842602704,5.0825614464437585,5.894208459005824,-3.370616262170196,15.26518661288279
skeleton,RX1,900,-38.19,1.44703144402601,13.174492800718923,0.8770127636455739,7.229610428409119,2.6740707940832937,0.36628886231755425,0.6192690670173684,0.7691513875972472,0.7691513875972472,0.40537353171505475,0.5478446688209396,0.0078125,0.5632308515080586,5.076997506777295,6.177435608767162,-3.315204385303424,15.25463844788473
skeleton,RX2,1000,-39.21,1.9559907975243647,12.239041337257285,1.1013244340909953,17.371144105544598,3.9990045835762498,0.3117460298428381,0.5315894177069044,1.212915509125851,1.212915509125851,0.6676998001907235,0.30662751199711014,0.03125,0.5138591067371056,4.268491345769171,6.663660236037781,-1.6450590549981579,5.247793626568166
skeleton,RX1,1000,-37.51,2.2781352023091164,12.927700095294231,0.9453060064987843,8.170381653210262,2.8047037623210196,0.32595071728657826,0.6232913211406382,0.8936034459226795,0.8936034459226795,0.4472408343864643,0.5091304936583008,0.03125,0.43348271453651605,5.099715600025923,6.490227138899703,-2.862039875053877,11.653647737140853
skeleton,RX3,1000,-31.08,0.6881860213634101,11.97603975705892,0.8738978052455961,25.92473741562321,4.945800433107639,0.2134320163338219,0.49562426004940563,0.7636973740130699,0.7636973740130699,0.4865642942296041,0.4714225950080917,0.03125,0.5538876927861637,4.951710374827709,6.137643954783925,-3.791090014859739,17.81440924977458
skeleton,RX2,1100,-40.64,2.0323385544736383,12.304665040015154,1.0159277706957082,18.194286299666313,4.139182518008483,0.28947997189657065,0.6065587891286414,1.0321092352707515,1.0321092352707515,0.6037864734913511,0.3688475639035139,0.046875,0.4785604177822475,4.733266329491598,6.505534389708188,-1.3043019870479353,4.816621268778895
skeleton,RX1,1100,-37.68,1.6424372134118248,13.152995057901778,0.8470378597374534,8.433677555350915,2.832598686490936,0.28439563579738353,0.5674584957757742,0.717473135828606,0.717473135828606,0.38939936753539856,0.5624290068444323,0.03125,0.48235699800560633,5.125358644810922,6.11306146699464,-3.862939134460636,18.84824693392432
skeleton,RX3,1100,-30.75,0.5545268253204708,12.210288639039735,0.8774527455519543,24.845303105373898,4.842800060897295,0.25818762087973485,0.5461602975107476,0.7699233206766627,0.7699233206766627,0.48067874719812864,0.4776170919944018,0.03125,0.6322335592311782,5.086429866230553,6.070576279165662,-3.1170241017196014,14.017508441373252
skeleton,RX2,1200,-39.01,1.3963881981741322,12.487942254026255,1.2430919304859904,19.241403001015968,4.233223786538348,0.28708121254657526,0.5744839341936867,1.5452775476393865,1.5452775476393865,0.707381519624916,0.2708094832869684,0.015625,0.6019815693366947,4.23677454100558,6.970454537647008,-1.2715634085159697,3.056600955048139
