sample_id,person,video_path,output_csv,status,original_fps,total_video_frames,extracted_rows,detected_rows,failed_rows,detection_rate,error
yena_test_03,test,/content/carewave-round4-source/carewave_dataset/raw/videos/test/yena_test_03.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_test_03_pose.csv,completed,24.0,2656,1107,1107,0,100.0,
yena_test_04,test,/content/carewave-round4-source/carewave_dataset/raw/videos/test/yena_test_04.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_test_04_pose.csv,completed,24.0,239,100,100,0,100.0,
yena_arm_move_normal_01,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_arm_move_normal_01.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_arm_move_normal_01_pose.csv,completed,29.998345071070002,5438,1813,1813,0,100.0,
yena_bending_normal_01,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_bending_normal_01.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_bending_normal_01_pose.csv,completed,29.99833926890927,5419,1807,1807,0,100.0,
yena_chair_sit_variation_01,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_chair_sit_variation_01.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_chair_sit_variation_01_pose.csv,completed,29.998334659437855,5404,1802,1802,0,100.0,
yena_chair_sit_variation_02,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_chair_sit_variation_02.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_chair_sit_variation_02_pose.csv,completed,29.995979091274627,373,125,125,0,100.0,
yena_chair_sit_variation_03,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_chair_sit_variation_03.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_chair_sit_variation_03_pose.csv,completed,29.996124531714248,387,129,129,0,100.0,
yena_fall_normal_0,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_normal_0.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_normal_0_pose.csv,completed,29.998337121002162,3608,1203,1203,0,100.0,
yena_fall_normal_01,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_normal_01.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_normal_01_pose.csv,completed,29.998334659437855,5404,1802,1802,0,100.0,
yena_fall_normal_02,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_normal_02.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_normal_02_pose.csv,completed,29.998335275511902,5406,1802,1802,0,100.0,
yena_fall_normal_04,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_normal_04.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_normal_04_pose.csv,completed,29.996134518747585,388,130,130,0,100.0,
yena_fall_normal_05,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_normal_05.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_normal_05_pose.csv,completed,29.995989840930356,374,125,125,0,100.0,
yena_fall_normal_06,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_normal_06.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_normal_06_pose.csv,completed,29.995913363302,367,123,123,0,100.0,
yena_fall_normal_07,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_normal_07.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_normal_07_pose.csv,completed,29.996503903973895,429,143,143,0,100.0,
yena_fall_normal_08,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_normal_08.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_normal_08_pose.csv,completed,29.99608406213288,383,128,128,0,100.0,
yena_fall_normal_09,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_normal_09.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_normal_09_pose.csv,completed,29.995935510093485,369,123,123,0,100.0,
yena_fall_normal_10,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_normal_10.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_normal_10_pose.csv,completed,29.995913363302,367,123,123,0,100.0,
yena_fall_normal_11,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_normal_11.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_normal_11_pose.csv,completed,29.996296753487226,405,135,135,0,100.0,
yena_fall_normal_12,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_normal_12.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_normal_12_pose.csv,completed,29.995957418137717,371,124,124,0,100.0,
yena_fall_normal_13,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_normal_13.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_normal_13_pose.csv,completed,29.995979091274627,373,125,125,0,100.0,
yena_fall_normal_14,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_normal_14.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_normal_14_pose.csv,completed,29.995879686856203,364,122,122,0,100.0,
yena_fall_normal_15,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_normal_15.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_normal_15_pose.csv,completed,29.995924466784405,368,123,123,0,100.0,
yena_fall_normal_16,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_normal_16.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_normal_16_pose.csv,completed,29.99586833769453,363,121,121,0,100.0,
yena_fall_normal_17,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_normal_17.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_normal_17_pose.csv,completed,29.996032270863644,378,126,126,0,100.0,
yena_fall_stay_down_01,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_stay_down_01.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_stay_down_01_pose.csv,completed,29.998615533711753,5417,1806,1805,1,99.94462901439645,
yena_fall_stay_down_02,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_stay_down_02.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_stay_down_02_pose.csv,completed,29.996154339187285,390,130,130,0,100.0,
yena_fall_stay_down_03,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_stay_down_03.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_stay_down_03_pose.csv,completed,30.0,370,124,124,0,100.0,
yena_fall_stay_down_04,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_stay_down_04.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_stay_down_04_pose.csv,completed,29.996011168727563,376,126,126,0,100.0,
yena_fall_stay_down_05,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_fall_stay_down_05.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_fall_stay_down_05_pose.csv,completed,29.995979091274627,373,125,125,0,100.0,
yena_free_activity_normal_01,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_free_activity_normal_01.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_free_activity_normal_01_pose.csv,completed,29.998336813704654,5411,1804,1804,0,100.0,
yena_free_activity_normal_02,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_free_activity_normal_02.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_free_activity_normal_02_pose.csv,completed,29.998336936637287,9019,3007,3007,0,100.0,
yena_pick_up_normal_01,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_pick_up_normal_01.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_pick_up_normal_01_pose.csv,completed,29.998334351229804,5403,1801,1801,0,100.0,
yena_pick_up_normal_02,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_pick_up_normal_02.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_pick_up_normal_02_pose.csv,completed,29.996394664102873,416,139,139,0,100.0,
yena_pick_up_normal_03,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_pick_up_normal_03.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_pick_up_normal_03_pose.csv,completed,29.996183691642283,393,131,131,0,100.0,
yena_pick_up_normal_04,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_pick_up_normal_04.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_pick_up_normal_04_pose.csv,completed,29.995714897871732,350,117,117,0,100.0,
yena_pick_up_normal_05,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_pick_up_normal_05.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_pick_up_normal_05_pose.csv,completed,29.996250468691414,400,134,134,0,100.0,
yena_pick_up_normal_06,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_pick_up_normal_06.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_pick_up_normal_06_pose.csv,completed,29.99604273842501,379,127,127,0,100.0,
yena_pick_up_normal_07,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_pick_up_normal_07.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_pick_up_normal_07_pose.csv,completed,29.996094258560085,384,128,128,0,100.0,
yena_pick_up_normal_08,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_pick_up_normal_08.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_pick_up_normal_08_pose.csv,completed,29.99604273842501,379,127,127,0,100.0,
yena_pick_up_normal_09,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_pick_up_normal_09.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_pick_up_normal_09_pose.csv,completed,29.99607381232823,382,128,128,0,100.0,
yena_pick_up_normal_10,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_pick_up_normal_10.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_pick_up_normal_10_pose.csv,completed,29.996114492941327,386,129,129,0,100.0,
yena_pick_up_normal_11,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_pick_up_normal_11.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_pick_up_normal_11_pose.csv,completed,29.99590219915312,366,122,122,0,100.0,
yena_pick_up_variation_01,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_pick_up_variation_01.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_pick_up_variation_01_pose.csv,completed,29.998610918183083,5399,1800,1799,1,99.94444444444444,
yena_pick_up_variation_02,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_pick_up_variation_02.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_pick_up_variation_02_pose.csv,completed,29.996359665089187,412,138,138,0,100.0,
yena_pick_up_variation_03,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_pick_up_variation_03.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_pick_up_variation_03_pose.csv,completed,29.99630587366088,406,136,136,0,100.0,
yena_pick_up_variation_04,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_pick_up_variation_04.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_pick_up_variation_04_pose.csv,completed,29.99590219915312,366,122,122,0,100.0,
yena_pick_up_variation_05,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_pick_up_variation_05.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_pick_up_variation_05_pose.csv,completed,29.9949841163685,299,100,100,0,100.0,
yena_sit_move_normal_01,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_sit_move_normal_01.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_sit_move_normal_01_pose.csv,completed,29.998345375324032,5439,1813,1813,0,100.0,
yena_sit_normal_01,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_sit_normal_01.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_sit_normal_01_pose.csv,completed,29.99834309068817,3621,1207,1207,0,100.0,
yena_sit_normal_02,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_sit_normal_02.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_sit_normal_02_pose.csv,completed,29.996296753487226,405,135,135,0,100.0,
yena_sit_normal_03,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_sit_normal_03.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_sit_normal_03_pose.csv,completed,29.988255252512072,383,128,128,0,100.0,
yena_sit_normal_04,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_sit_normal_04.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_sit_normal_04_pose.csv,completed,29.988162567407603,380,127,127,0,100.0,
yena_sit_normal_05,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_sit_normal_05.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_sit_normal_05_pose.csv,completed,29.98462327011789,390,130,130,0,100.0,
yena_sit_normal_06,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_sit_normal_06.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_sit_normal_06_pose.csv,completed,29.984544049459043,388,130,130,0,100.0,
yena_sit_normal_07,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_sit_normal_07.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_sit_normal_07_pose.csv,completed,29.9880999603332,378,126,126,0,100.0,
yena_sit_normal_08,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_sit_normal_08.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_sit_normal_08_pose.csv,completed,29.985192497532083,405,135,135,0,100.0,
yena_sit_normal_09,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_sit_normal_09.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_sit_normal_09_pose.csv,completed,29.987743429116165,367,123,123,0,100.0,
yena_sit_to_stand_normal_01,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_sit_to_stand_normal_01.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_sit_to_stand_normal_01_pose.csv,completed,29.9958909738392,365,122,122,0,100.0,
yena_sit_to_stand_normal_02,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_sit_to_stand_normal_02.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_sit_to_stand_normal_02_pose.csv,completed,29.99622213826974,397,133,133,0,100.0,
yena_sit_to_stand_normal_03,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_sit_to_stand_normal_03.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_sit_to_stand_normal_03_pose.csv,completed,29.995957418137717,371,124,124,0,100.0,
yena_sit_to_stand_normal_04,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_sit_to_stand_normal_04.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_sit_to_stand_normal_04_pose.csv,completed,29.995739241585003,352,118,118,0,100.0,
yena_slow_lie_down_01,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_slow_lie_down_01.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_slow_lie_down_01_pose.csv,completed,29.99833373447133,5401,1801,1801,0,100.0,
yena_stand_normal_01,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_stand_normal_01.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_stand_normal_01_pose.csv,completed,29.99840434019467,1880,627,627,0,100.0,
yena_stand_normal_02,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_stand_normal_02.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_stand_normal_02_pose.csv,completed,29.99517762417618,311,104,104,0,100.0,
yena_stand_normal_03,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_stand_normal_03.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_stand_normal_03_pose.csv,completed,29.996094258560085,384,128,128,0,100.0,
yena_stand_normal_04,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_stand_normal_04.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_stand_normal_04_pose.csv,completed,29.99602174777881,377,126,126,0,100.0,
yena_stand_normal_05,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_stand_normal_05.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_stand_normal_05_pose.csv,completed,29.99608406213288,383,128,128,0,100.0,
yena_stand_normal_06,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_stand_normal_06.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_stand_normal_06_pose.csv,completed,29.996032270863644,378,126,126,0,100.0,
yena_stand_normal_07,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_stand_normal_07.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_stand_normal_07_pose.csv,completed,29.99606350872589,381,127,127,0,100.0,
yena_stand_normal_08,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_stand_normal_08.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_stand_normal_08_pose.csv,completed,29.995957418137717,371,124,124,0,100.0,
yena_stand_normal_09,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_stand_normal_09.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_stand_normal_09_pose.csv,completed,30.0,367,123,123,0,100.0,
yena_stand_normal_10,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_stand_normal_10.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_stand_normal_10_pose.csv,completed,29.9958909738392,365,122,122,0,100.0,
yena_stand_normal_11,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_stand_normal_11.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_stand_normal_11_pose.csv,completed,29.99596828383282,372,124,124,0,100.0,
yena_walk_normal_01,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_walk_normal_01.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_walk_normal_01_pose.csv,completed,29.998386749838676,3719,1240,1240,0,100.0,
yena_walk_normal_02,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_walk_normal_02.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_walk_normal_02_pose.csv,completed,29.996269120756125,402,134,134,0,100.0,
yena_walk_normal_03,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_walk_normal_03.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_walk_normal_03_pose.csv,completed,29.995979091274627,373,125,125,0,100.0,
yena_walk_normal_04,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_walk_normal_04.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_walk_normal_04_pose.csv,completed,29.996134518747585,388,130,130,0,100.0,
yena_walk_normal_05,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_walk_normal_05.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_walk_normal_05_pose.csv,completed,29.996296753487226,405,135,135,0,100.0,
yena_walk_normal_06,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_walk_normal_06.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_walk_normal_06_pose.csv,completed,29.99622213826974,397,133,133,0,100.0,
yena_walk_normal_07,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_walk_normal_07.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_walk_normal_07_pose.csv,completed,29.9962410725473,399,133,133,0,100.0,
yena_walk_normal_08,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_walk_normal_08.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_walk_normal_08_pose.csv,completed,29.99602174777881,377,126,126,0,100.0,
yena_walk_normal_09,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_walk_normal_09.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_walk_normal_09_pose.csv,completed,29.996296753487226,405,135,135,0,100.0,
yena_walk_normal_10,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_walk_normal_10.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_walk_normal_10_pose.csv,completed,29.99638597759306,415,139,139,0,100.0,
yena_walk_normal_11,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_walk_normal_11.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_walk_normal_11_pose.csv,completed,29.996212599419266,396,132,132,0,100.0,
yena_walk_normal_12,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_walk_normal_12.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_walk_normal_12_pose.csv,completed,29.99607381232823,382,128,128,0,100.0,
yena_walk_normal_13,yena,/content/carewave-round4-source/carewave_dataset/raw/videos/yena/yena_walk_normal_13.mp4,/content/drive/MyDrive/CareWave_Round4_Reextract/pose/yena_walk_normal_13_pose.csv,completed,29.99608406213288,383,128,128,0,100.0,
